incident_id,year,month,airline,manufacturer,manufacture_year,incident_type,primary_cause,is_fatal
AV000159,1999,6,Cameroon Airlines,Boeing,1987,Controlled Flight into Terrain (CFIT),navigation,1
AV000160,2001,3,Vietjet,Boeing,1996,Runway Excursion,weather,0
AV000161,1973,13,Avianca,Piper,1970,Windshear / Microburst,weather,2
AV000162,2014,10,Rossiya Airlines,Boeing,2008,Gear Failure,mechanical,0
AV000163,1977,12,Turkish Airlines,ATR,1980,Midair Collision,crew error,0
AV000164,1971,6,Kenya Airways,Convair,1964,Bird Strike,environmental,0
AV000165,1990,2,Aeromexico,Boeing,2010,Runway Excursion,weather,0
AV000166,1983,5,Qatar Airways,BAC/Aero,1973,Turbulence,crew error,0
AV000167,2006,13,Allegiant Air,Airbus,1990,Loss of Control - Inflight (LOC-I),weather,2
-,2004,12,Ethiopian Airlines,Embraer,2000,Sabotage / Terrorism,terrorism,1
-,1981,11,GOL Airlines,Fokker,1990,Controlled Flight into Terrain (CFIT),weather,-1
AV000170,2018,1,Korean Air,Boeing,2006,Fire / Smoke,mechanical,1
AV000171,1980,4,SriLankan Airlines,Fokker,1970,Controlled Flight into Terrain (CFIT),crew error,1
AV000172,1988,6,WestJet,COMAC,2020,Runway Incursion,ground vehicle,0
AV000173,1978,8,Kenya Airways,Airbus,1990,Runway Incursion,ATC error,0
AV000174,2016,3,MIAT Mongolian,Fokker,2000,Controlled Flight into Terrain (CFIT),crew error,-1
AV000175,1975,9,Delta Air Lines,Bombardier,2000,Bird Strike,wildlife,0
AV000176,1971,3,Thomas Cook Airlines,Ilyushin,1970,Runway Excursion,crew error,0
AV000177,1985,12,Nepal Airlines,Airbus,2010,Bird Strike,environmental,-1
AV000178,2023,8,Spirit Airlines,Boeing,2000,Cargo Issue,loading error,0
AV000179,2011,13,Korean Air,Airbus,2010,Windshear / Microburst,weather,2
AV000180,2000,9,Flybe,Boeing,1993,Controlled Flight into Terrain (CFIT),crew error,1
-,2011,12,Aeroflot,Airbus,2010,Runway Excursion,weather,0
AV000182,2011,7,Philippine Airlines,Ilyushin,2007,Controlled Flight into Terrain (CFIT),weather,0
AV000183,1989,5,Conviasa,Boeing,2010,Sabotage / Terrorism,terrorism,1
AV000184,1981,13,Pegasus Airlines,Bombardier,1990,Gear Failure,maintenance,2
AV000185,2002,12,Delta Air Lines,Boeing,1999,Loss of Control - Inflight (LOC-I),crew error,1
AV000186,1995,2,Rossiya Airlines,Embraer,2000,Loss of Control - Inflight (LOC-I),mechanical,0
AV000187,1983,13,MIAT Mongolian,Fokker,1980,Cargo Issue,dangerous goods,2
AV000188,1973,5,Saurya Airlines,Saab,1980,Fuel Exhaustion,dispatch error,1
AV000189,2000,12,Air China,Embraer,2000,Fire / Smoke,electrical,0
AV000190,1979,3,Conviasa,Fokker,1974,Loss of Control - Inflight (LOC-I),crew error,1
AV000191,2016,8,Azal,Airbus,2010,Controlled Flight into Terrain (CFIT),weather,0
AV000192,1978,9,Korean Air,Fokker,1990,Fire / Smoke,cargo,1
AV000193,1974,11,Citilink,Dornier,1990,Loss of Control - Inflight (LOC-I),mechanical,1
AV000194,2006,4,Air China,Boeing,1999,Controlled Flight into Terrain (CFIT),crew error,-1
-,1975,1,KLM,Boeing,1990,Icing,weather,-1
AV000196,1976,2,GOL Airlines,Britten-Norman,1970,Cargo Issue,dangerous goods,0
AV000197,1992,3,South African Airways,Beechcraft,1980,Loss of Control - Inflight (LOC-I),weather,-1
AV000198,2009,7,Avianca,Bombardier,2000,Turbulence,weather,0
AV000199,1976,13,Delta Air Lines,Airbus,1980,Controlled Flight into Terrain (CFIT),weather,2
-,1980,2,TAME,Airbus,1980,Midair Collision,TCAS failure,1
AV000201,2002,7,Lufthansa,ATR,1986,Bird Strike,wildlife,0
AV000202,2020,5,Qatar Airways,Boeing,2015,Loss of Control - Inflight (LOC-I),crew error,0
AV000203,1988,1,Cameroon Airlines,Let,1975,Turbulence,weather,0
AV000204,1974,3,Air India,Airbus,1990,Runway Excursion,runway condition,0
AV000205,1970,1,LAN Peru,Boeing,2010,Engine Failure,manufacturing,0
AV000206,1977,12,Ansett Australia,De Havilland,1970,Gear Failure,maintenance,0
AV000207,1974,4,Aeroflot,Embraer,2000,Engine Failure,mechanical,0
AV000208,1996,2,Aeroflot,Airbus,1974,Controlled Flight into Terrain (CFIT),crew error,0
-,1974,5,Swissair,Lockheed,1970,Turbulence,crew error,0
AV000210,1988,13,Cebu Pacific,Boeing,1990,Runway Excursion,crew error,2
-,1997,3,ASKY Airlines,McDonnell Douglas,1992,Sabotage / Terrorism,security breach,0
AV000212,1991,8,Biman Bangladesh,Douglas,1982,Loss of Control - Inflight (LOC-I),weather,1
AV000213,1976,13,AirAsia,BAC/Aero,1970,Runway Incursion,crew error,-1
AV000214,2004,11,Qatar Airways,Embraer,1990,Loss of Control - Inflight (LOC-I),mechanical,0
AV000215,1998,6,KLM,Embraer,2000,Fuel Exhaustion,dispatch error,0
AV000216,1999,10,Batik Air,Fokker,1993,Fuel Exhaustion,crew error,0
AV000217,1974,7,SriLankan Airlines,Airbus,2000,Controlled Flight into Terrain (CFIT),navigation,1
-,1974,10,ASKY Airlines,Boeing,1980,Loss of Control - Inflight (LOC-I),crew error,1
AV000219,2015,12,Lufthansa,Embraer,2003,Windshear / Microburst,weather,0
AV000220,1984,11,Saurya Airlines,ATR,2010,Windshear / Microburst,crew error,1
AV000221,1980,10,Batik Air,Airbus,2010,Runway Excursion,runway condition,-1
-,1987,13,Flydubai,Britten-Norman,1987,Runway Excursion,runway condition,2
AV000223,1996,12,Korean Air,ATR,1988,Bird Strike,environmental,-1
AV000224,2018,13,Malév,Boeing,2010,Loss of Control - Inflight (LOC-I),mechanical,2
AV000225,1979,3,Eurowings,Vickers,1964,Runway Excursion,crew error,0
AV000226,2015,3,Philippine Airlines,Boeing,2002,Engine Failure,manufacturing,0
AV000227,1970,5,Finnair,Boeing,1980,Bird Strike,wildlife,1
AV000228,1990,6,Air Algérie,Ilyushin,1980,Turbulence,weather,0
AV000229,1994,8,Air India,Airbus,1990,Loss of Control - Inflight (LOC-I),mechanical,-1
AV000230,1973,1,Varig,Airbus,1990,Controlled Flight into Terrain (CFIT),crew error,1
-,1974,6,Biman Bangladesh,McDonnell Douglas,1980,Midair Collision,ATC error,1
AV000232,1985,2,IndiGo,Lockheed,1979,Runway Incursion,ground vehicle,0
AV000233,2020,8,Vietjet,McDonnell Douglas,2008,Loss of Control - Inflight (LOC-I),mechanical,0
AV000234,1992,6,Sabena,Lockheed,1978,Runway Excursion,crew error,-1
AV000235,2016,7,Citilink,Airbus,2010,Loss of Control - Inflight (LOC-I),crew error,-1
AV000236,2004,11,Cathay Pacific,Vickers,1989,Turbulence,weather,0
AV000237,1987,6,Alitalia,Fokker,1980,Fire / Smoke,mechanical,0
AV000238,2003,4,Cebu Pacific,Airbus,2001,Turbulence,weather,0
AV000239,1970,11,Condor,Saab,1980,Runway Excursion,crew error,1
AV000240,1973,9,South African Airways,Fokker,1973,Turbulence,weather,0
AV000241,2006,10,Air France,Let,1992,Turbulence,crew error,0
AV000242,2003,8,Qatar Airways,Let,1983,Cargo Issue,dangerous goods,0
AV000243,1978,11,Eastern Air Lines,Boeing,1990,Icing,de-icing failure,0
AV000244,1989,13,Aeromexico,Airbus,2010,Engine Failure,maintenance,2
AV000245,1993,11,Sunwing Airlines,Piper,1976,Engine Failure,maintenance,0
AV000246,2009,5,Aer Lingus,COMAC,2020,Turbulence,weather,0
AV000247,1993,11,Vietnam Airlines,Airbus,2010,Turbulence,weather,0
-,1984,7,Spanair,Boeing,2000,Loss of Control - Inflight (LOC-I),weather,1
AV000249,1983,10,LOT Polish Airlines,BAC,1962,Loss of Control - Inflight (LOC-I),crew error,1
AV000250,1985,8,Olympic Airways,Boeing,1990,Sabotage / Terrorism,security breach,1
-,1995,6,Ural Airlines,Boeing,1990,Sabotage / Terrorism,terrorism,1
AV000252,2009,5,Vueling,Yakovlev,2005,Runway Incursion,ground vehicle,-1
AV000253,1986,12,Iberia,Antonov,1986,Icing,weather,1
AV000254,1978,13,TUI Airways,De Havilland,1978,Runway Excursion,runway condition,2
AV000255,1978,13,Ryanair,Airbus,1972,Loss of Control - Inflight (LOC-I),crew error,2
AV000256,2000,3,Cubana,McDonnell Douglas,1990,Controlled Flight into Terrain (CFIT),crew error,0
AV000257,2005,1,Qantas,Boeing,1994,Turbulence,weather,0
AV000258,1973,9,Eurowings,Airbus,2010,Fuel Exhaustion,crew error,1
AV000259,1972,13,ANA,Fokker,1970,Runway Excursion,crew error,-1
-,1992,13,Sunwing Airlines,McDonnell Douglas,1980,Runway Incursion,ATC error,2
AV000261,1975,7,Sky Express,Boeing,1970,Runway Incursion,crew error,0
AV000262,2005,3,Air France,Embraer,2000,Loss of Control - Inflight (LOC-I),crew error,0
AV000263,1980,13,Ural Airlines,Embraer,1990,Runway Incursion,ATC error,2
AV000264,1974,3,Ural Airlines,Boeing,1980,Controlled Flight into Terrain (CFIT),crew error,1
AV000265,2014,2,Ansett Australia,McDonnell Douglas,1998,Runway Excursion,runway condition,0
AV000266,1975,13,Cebu Pacific,Cessna,1970,Runway Excursion,runway condition,2
AV000267,1979,13,Wizz Air,ATR,1980,Bird Strike,environmental,2
AV000268,1975,4,Conviasa,Yakovlev,1980,Turbulence,weather,0
AV000269,1973,11,Mexicana de Aviación,Fokker,1970,Controlled Flight into Terrain (CFIT),weather,1
AV000270,1970,1,Pegasus Airlines,Boeing,1980,Gear Failure,mechanical,0
AV000271,1971,8,Emirates,CASA,1980,Fuel Exhaustion,crew error,0
AV000272,1976,8,Ethiopian Airlines,Let,1970,Engine Failure,manufacturing,0
AV000273,1971,3,Batik Air,McDonnell Douglas,1990,Controlled Flight into Terrain (CFIT),crew error,1
AV000274,1992,10,Air Algérie,BAC,1980,Engine Failure,mechanical,-1
AV000275,1996,2,Sky Express,Bombardier,1990,Cargo Issue,dangerous goods,0
AV000276,1984,11,Sunwing Airlines,McDonnell Douglas,1980,Icing,crew error,1
AV000277,1981,11,Pan American World Airways,Airbus,1980,Midair Collision,crew error,1
AV000278,1988,5,Pan American World Airways,Boeing,1980,Runway Excursion,runway condition,-1
-,2009,5,Garuda Indonesia,Airbus,2008,Turbulence,weather,-1
AV000280,2007,1,Ansett Australia,Piper,1992,Bird Strike,environmental,0
-,1971,12,Swissair,Airbus,1980,Loss of Control - Inflight (LOC-I),weather,0
AV000282,1976,9,American Airlines,Yakovlev,1980,Loss of Control - Inflight (LOC-I),weather,0
AV000283,1978,11,Sky Express,Tupolev,1974,Loss of Control - Inflight (LOC-I),weather,1
-,1978,3,Wizz Air,ATR,1980,Runway Excursion,crew error,0
AV000285,1991,6,S7 Airlines,McDonnell Douglas,1982,Controlled Flight into Terrain (CFIT),navigation,1
AV000286,1985,8,Monarch Airlines,Boeing,2010,Gear Failure,mechanical,0
AV000287,1971,10,TWA,Fokker,1990,Controlled Flight into Terrain (CFIT),navigation,1
AV000288,1983,9,Ural Airlines,Boeing,2010,Runway Excursion,crew error,0
AV000289,1989,9,Thomas Cook Airlines,COMAC,2020,Runway Excursion,runway condition,0
AV000290,1973,11,Thai Airways,Airbus,2010,Runway Excursion,runway condition,0
AV000291,2006,11,easyJet,Airbus,2010,Midair Collision,ATC error,0
-,1971,8,Pegasus Airlines,Boeing,2010,Loss of Control - Inflight (LOC-I),weather,1
AV000293,2015,12,Tarom,Ilyushin,1999,Gear Failure,mechanical,-1
AV000294,1973,5,TAME,Boeing,1980,Fire / Smoke,mechanical,1
AV000295,2007,9,Air Berlin,Embraer,1990,Controlled Flight into Terrain (CFIT),weather,1
AV000296,2012,13,Thomas Cook Airlines,McDonnell Douglas,2005,Runway Incursion,ATC error,2
AV000297,2021,11,Vietnam Airlines,Bombardier,2006,Bird Strike,wildlife,0
AV000298,2004,4,KLM,Saab,1989,Engine Failure,maintenance,0
AV000299,2002,11,Flybe,Boeing,1996,Engine Failure,mechanical,0
AV000300,1994,7,Eastern Air Lines,McDonnell Douglas,1990,Loss of Control - Inflight (LOC-I),mechanical,1
AV000301,2002,4,TAME,Boeing,2010,Cargo Issue,loading error,0
AV000302,1974,1,Saurya Airlines,CASA,1980,Icing,crew error,1
AV000303,1989,13,Turkish Airlines,Embraer,2000,Loss of Control - Inflight (LOC-I),weather,2
AV000304,1988,6,Air Astana,Pilatus,1990,Cargo Issue,loading error,0
AV000305,2008,1,Etihad Airways,Vickers,1993,Structural Failure,manufacturing,0
AV000306,1986,10,Iberia,De Havilland,1980,Turbulence,weather,-1
AV000307,1983,5,Aviaco,Cessna,1980,Loss of Control - Inflight (LOC-I),weather,0
AV000308,1994,6,IndiGo,Boeing,1990,Cargo Issue,loading error,1
AV000309,1979,2,China Southern,BAC/Aero,1971,Engine Failure,mechanical,0
AV000310,1974,8,Garuda Indonesia,McDonnell Douglas,1990,Sabotage / Terrorism,security breach,1
AV000311,1987,13,Etihad Airways,Airbus,2010,Controlled Flight into Terrain (CFIT),weather,-1
AV000312,1985,1,Swiss International,Boeing,2010,Controlled Flight into Terrain (CFIT),weather,0
-,1978,12,Flybe,Yakovlev,1980,Windshear / Microburst,crew error,0
AV000314,1983,3,Kenya Airways,Airbus,2010,Turbulence,crew error,0
AV000315,1983,5,Yeti Airlines,McDonnell Douglas,1972,Midair Collision,crew error,1
-,1981,9,Sabena,Cessna,1980,Loss of Control - Inflight (LOC-I),crew error,1
AV000317,1983,3,TWA,Antonov,1983,Runway Excursion,runway condition,1
AV000318,1997,6,Garuda Indonesia,Fokker,1994,Loss of Control - Inflight (LOC-I),mechanical,1
AV000319,1980,7,Cathay Pacific,Boeing,2010,Gear Failure,maintenance,0
AV000320,2018,9,Condor,Airbus,2003,Engine Failure,mechanical,0
AV000321,2014,9,Japan Airlines,Embraer,2006,Turbulence,crew error,0
AV000322,1987,1,Azal,Embraer,2000,Controlled Flight into Terrain (CFIT),navigation,-1
AV000323,1981,5,Transavia,Airbus,1990,Windshear / Microburst,crew error,0
-,1989,7,Pakistan International,Saab,1980,Controlled Flight into Terrain (CFIT),navigation,1
AV000325,2007,8,Varig,Boeing,2010,Bird Strike,environmental,0
